question,option1,option2,option3,option4,year,level,shift,answer,topic,subtopic
"In the given figure, a circle inscribed in $$\triangle$$ PQR touches its sides PQ, QR and RP at points S, T and U,respectively. If PQ = 15 cm, QR= 10 cm, and RP = 12 cm, then find the lengths of PS, QT and RU?                                                                                                                                                                                                                              https://cracku.in/media/uploads/Q15_YAVnyfk.png","PS = 8.5 cm, QT = 3.5 cm and RU = 6.5 cm","PS = 8.5 cm, QT = 6.5 cm and RU = 3.5 cm","PS = 6.5 cm, QT = 8.5 cm and RU = 3.5 cm","PS = 3.5 cm, QT = 6.5 cm and RU = 8.5 cm",2020,M,7th March Shift 3,B,Geometry,"Circles,Chords & Tangents"
Solve the following.$$\left(\frac{\sin 27^\circ}{\cos 63^\circ}\right) - \left(\frac{\cos 27^\circ}{\sin 63^\circ}\right)^{2}$$,2,0,-1,1,2020,E,7th March Shift 3,B,Trigonometry,Trigonometric Ratios and Identities
"The average score in Mathematics of 90 students of sections A and B together is 49. The number of students in A was 25% more than that of B, and the average score of the students in B was 20% higherthan that of the students in A. What is the average score of the students in A?",44.5,45,44,45.5,2020,E,7th March Shift 3,B,Arithmetic,Average
Find the area and circumference of a circle if the radius is 14 cm.(Take $$\pi = \frac{22}{7}$$),Area = 44 $$cm^{2}$$; circumference = 308 cm,Area = 616 $$cm^{2}$$; circumference = 88 cm,Area = 88 $$cm^{2}$$; circumference = 616 cm,Area = 308 $$cm^{2}$$; circumference = 44 cm,2020,E,7th March Shift 3,B,Mensuration,Plane Figures
"If $$x^{2} - 4x+4=0 $$, then the value of 16$$(x^{4} - \frac{1}{x^{4}})$$ is",127,255,$$\frac{127}{16}$$,$$\frac{255}{16}$$,2020,E,6th March Shift 3,B,Algebra,Identities
"The following Table gives the details of Five commodities A, B, C, D and E with quantity required and their costs for a family in a month. Study the Table and answer the questions that follow.
https://cracku.in/media/uploads/screenshot_12_TaKtpT0.png                                                                                                                                                                        The total amount spent on the Five commodities by the family in the year 2019 is:","₹5,400","₹6,856","₹8,122","₹7,248",2020,M,6th March Shift 3,B,Data Interpretation,Tables
"An article was sold at a gain of 16%. If it had been sold for 36 more, the gain would have been 20%. The cost price of the article is",₹862,₹900,₹810,₹720,2020,E,6th March Shift 3,B,Arithmetic,Profit & Loss
"The average of 60 student’s results is 38. If the average of the first 22 students is 36, and that of the last 32 students is 32, then the average result of the remaining students is:",81,77,65,52,2020,E,6th March Shift 3,B,Arithmetic,Average
"A shopkeeper fixes the price of an article in such a way that after allowing 32% discount, he wants again of 14%. If the marked price is ₹342, then the cost price of the article is:",₹212,₹204,₹218,₹196,2020,M,6th March Shift 3,B,Arithmetic,Discount
"The following table gives the details of Five commodities A, B, C, D and E with quantity required and their costs for a family in a month. Study the table and answer the questions that follow.                                                                                                                                                                                                                     https://cracku.in/media/uploads/screenshot_12_jXSAqxJ.png                                                                                                                                                                          The ratio of the total amount spent on A and D commodities in the year 2019 is:",01:01,06:17,15:17,03:08,2020,M,6th March Shift 3,B,Data Interpretation,Tables
"The sum of the squares of 3 natural numbers is 1029, and they are in the proportion 1 : 2 : 4. The difference between greatest number and smallest number is:",15,21,31,18,2020,E,6th March Shift 3,B,Arithmetic,Ratio & Proportion
"If A lies in third quadrant, and $$20 \tan A = 21$$, then the value of $$\frac{5 \sin A - 2 \cos A}{4 \cos A - \frac{5}{7} \sin A}$$",$$\frac{-65}{29}$$,$$\frac{1}{5}$$,$$\frac{5}{29}$$,$$\frac{13}{12}$$,2020,E,6th March Shift 3,B,Trigonometry,Trigonometric Ratios and Identities
$$(a + b + c - d)^2 - (a - b - c + d)^2 = ?$$,$$2a(b + c - d)$$,$$4a(b + c - d)$$,$$2a(b + c + d)$$,$$4a(b + c + d)$$,2020,E,5th March Shift 3,B,Algebra,Identities
"In the given figure, if DE $$\parallel$$ BC, AD = 2.5 cm, DB = 3.5 cm and EC = 4.2 cm, then the measure of AC is:                                                                                      https://cracku.in/media/uploads/Q2_kKSnsj2.png",3 cm,7.2 cm,7.4 cm,3.2,2020,E,5th March Shift 3,B,Geometry,Congruence and Similarity of Triangles
"If $$\tan \theta - \cot \theta = cosec \theta, 0^\circ < \theta < 90^\circ$$, then what is the value of $$\frac{2 \tan \theta - \cos \theta}{\sqrt{3} \cot \theta + \sec \theta}$$?",$$\frac{3\sqrt{3} - 1}{6}$$,$$\frac{4\sqrt{3} - 1}{6}$$,$$\frac{2\sqrt{3} - 1}{3}$$,$$\frac{2(2\sqrt{3} - 1)}{3}$$,2020,E,5th March Shift 3,B,Trigonometry,Trigonometric Ratios and Identities
The value of $$-1 + \frac{1}{4} \div \frac{1}{2} \times 2 + 5$$ is:,$$\frac{17}{4}$$,$$5$$,$$2$$,$$-\frac{7}{2}$$,2020,E,5th March Shift 3,B,Arithmetic,Simplification
"Sudhir purchased a laptop for ₹42,000 and a scanner-cum-printer for ₹8,000. He sold the laptop for a 10% profit and the scanner-cum-printer for a 5% profit. What is his profit percentage?",$$9\frac{2}{5}\%$$,$$9\frac{1}{5}\%$$,$$15\%$$,$$7\frac{1}{2}\%$$,2020,E,5th March Shift 3,B,Arithmetic,Profit & Loss
"In the figure, Two circles with centres P and Q touch externally at R. Tangents AT and BT meet the common tangent TR at T. If AP = 6 cm and PT = 10 cm, then BT = ?  https://cracku.in/media/uploads/13_dRgbk4d.png",6 cm,8 cm,10 cm,12 cm,2020,E,5th March Shift 3,B,Geometry,"Circles,Chords & Tangents"
"The following table shows the number of students enrolled in different faculties in a college.
https://cracku.in/media/uploads/screenshot_22_CQRmdG4.png                                                                                                                                                                        The percentage of students studying in faculties other than Science is:",60%,80%,75%,20%,2020,M,5th March Shift 3,B,Data Interpretation,Tables
The average height of 5 boys is 175 cm. A sixth boy joined the group and the average height of all the boys in the group now increased by 1 cm. The height of the sixth boy is:,180 cm,181 cm,175 cm,179 cm,2020,E,5th March Shift 3,B,Arithmetic,Average
Sixteen men can finish a work in 8 days. Eight men and nine women working together can finish the same work in 10 days. In how many days will twenty women finish the same work?,9,12,11,13,2020,E,5th March Shift 3,B,Arithmetic,Time & Work
"If $$\sec \theta + \tan \theta = p, 0^\circ < \theta < 90^\circ$$, then $$\frac{p^2 - 1}{p^2 + 1}$$ is equal to:",$$cosec \theta$$,$$\sin \theta$$,$$\cos \theta$$,$$2 cosec \theta$$,2020,E,4th March Shift 3,B,Trigonometry,Trigonometric Ratios and Identities
"If x + y + z = 3, and $$x^2 + y^2 + z^2 = 101$$, then what is the value of $$\sqrt{x^3 + y^3 + z^3 - 3xyz}$$?",19,21,24,28,2020,E,4th March Shift 3,B,Algebra,Identities
"A, B and C donate 8%, 7% and 9%,of their salaries, respectively to a charitable trust. The salaries of A and B are same and the difference between their donations is ₹259. Thetotal donation of A and B is ₹1,185 more than that of C. The total donation ofA and C is what percentage of the total salaries of A, B and C? (Correct to one decimalplace)",6.20%,5.80%,6.40%,7.10%,2020,M,4th March Shift 3,B,Arithmetic,Percentage
The value of $$\frac{8 \div [(8 - 3) \div \left\{(4 \div 4  of  8) + 4 - 4 \times 4 \div 8\right\} - 2]}{8 \times 8 \div 4 - 8 \div 8  of  2 - 7}$$ is:,$$\frac{17}{8}$$,$$\frac{8}{3}$$,$$\frac{16}{170}$$,$$\frac{2}{17}$$,2020,E,4th March Shift 3,B,Arithmetic,Simplification
"Two circles of radii 7 cm and 5 cm intersect each other at A and B, and the distance between their centres is 10 cm. The length (in cm) of the common chord AB is:",$$\frac{3\sqrt{66}}{5}$$,$$\frac{4\sqrt{66}}{5}$$,$$\frac{2\sqrt{74}}{5}$$,$$\frac{3\sqrt{74}}{5}$$,2020,E,4th March Shift 3,B,Geometry,"Circles,Chords & Tangents"
"A sells an article to B at a loss of 20%, B sells it to C at a profit of 12.5% and sells it to D at a loss of 8%. If D buys it for ₹248.40, then what is the difference between the loss incurred by A and C?",₹36.80,₹38.40,₹42.60,₹39.20,2020,E,4th March Shift 3,B,Arithmetic,Profit & Loss
The value of $$\frac{(\cos 9^\circ + \sin 81^\circ)(\sec 9^\circ + cosec 81^\circ)}{2 \sin^2 63^\circ + 1 + 2 \sin^2 27^\circ}$$ is:,$$\frac{1}{2}$$,$$\frac{4}{3}$$,$$2$$,$$1$$,2020,E,4th March Shift 3,B,Trigonometry,Trigonometric Ratios and Identities
"The table below shows income(in rupees) for a particular month, together with their sources in respect of 5 employees A, B, C, D, and E.
https://cracku.in/media/uploads/screenshot_9_VMm8yPl.png                                                                                                                                                                         How many employees have their salary more than four times their other incomes?",3,2,1,4,2020,E,3rd March Shift 3,B,Data Interpretation,Tables
"The simple interest on a certain sum at the end of three years at 5%p.a. is ₹1,200. The compound interest on the same sum for the same period at the same rate is (interest compounded yearly):","₹1,800","₹1,261",₹820,"₹1,260",2020,M,3rd March Shift 3,B,Arithmetic,SI & CI
The average of 4 terms is 30 and the Ist term is $$\frac{1}{3}$$ of the sum of the remaining terms. What is the first term?,60,30,40,20,2020,E,9th March Shift 2,B,Arithmetic,Profit & Loss
Amit travelled a distance of 50 km in 9 hours. He travelled partly on foot at 5 km/h and partly by bicycle at 10 km/h. The distance travelled on the bicycle is:,11 km,10 km,13 km,12 km,2020,E,9th March Shift 2,B,Arithmetic,"Speed, Time & Distance"
The following table shows the production of fertilizers (in lakh tonne) by six companies for 5 months (January to May).                                                                  https://cracku.in/media/uploads/294208.png                                                                                                                                                                                                         In which month does Company II have a contribution of approximately 20% in the total fertilizer production?,March,April,May,January,2020,E,9th March Shift 2,B,Data Interpretation,Tables
"A man wanted to sell his bat at a discount of 8%. His brother who was a cricketer wanted to buy the bat, so the man sells it at a discount of 10%. In this deal, the man reduces Rs.70 in profit. What was the market value of the bat?","Rs.3,000","Rs.3,500","Rs.2,500","Rs.3,200",2020,E,9th March Shift 2,B,Arithmetic,Discount
"The volumes of spheres A and B are in the ratio 125 : 64. If the sum of radii of A and B is 36 cm,then the surface area (in $$cm^{2}$$) of A is:",$$512\pi$$,$$1600\pi$$,$$800\pi$$,$$1024\pi$$,2020,E,9th March Shift 2,B,Mensuration,Solid Figures
"The following table shows the production of fertilizers (in lakh tonne) by six companies for 5 months (January to May).
https://cracku.in/media/uploads/294208_DO4Fz0u.png
There a continuous decrease in production over the months in:",Company II,Company I,Company III,Company Iv,2020,E,9th March Shift 2,B,Data Interpretation,Tables
"A man buys two watches ‘A’ and ‘B’ at a total cost of ₹800. He sells both watches at the same selling price, and earns a profit of 18% on watch ‘A’ andincurs a loss of 22% on watch ‘B’. Whatare the cost prices of the two watches? (two place after decimal).",A = ₹350.32 and B = ₹450.68,A = ₹318.37 and B = ₹481.63,A = ₹220 and B = ₹580,A = ₹317 and B = ₹483,2020,E,7th March Shift 2,B,Arithmetic,Profit & Loss
